6940;9510;2016-04-23;228276;36;6341;Unpaid
5209;1250;2016-04-24;182640;48;3805;Unpaid
5388;2153;2016-04-25;61560;12;5130;Paid
6011;4981;2016-04-26;179328;48;3736;Unpaid
5591;3021;2016-04-27;155616;48;3242;Unpaid
7154;10520;2016-04-28;417600;60;6960;Unpaid
7130;10411;2016-04-29;123408;24;5142;Paid
6818;9030;2016-04-30;155616;48;3242;Unpaid
5625;3189;2016-05-01;222180;60;3703;Unpaid
6805;8972;2016-05-02;45024;48;938;Unpaid
7233;10963;2016-05-03;115812;36;3217;Unpaid
7308;11362;2016-05-04;129408;24;5392;Paid
5895;4473;2016-05-05;93960;60;1566;Unpaid
7122;10365;2016-05-06;260640;36;7240;Unpaid
6173;5724;2016-05-07;232560;48;4845;Unpaid
6142;5591;2016-05-08;221880;60;3698;Unpaid
5358;2018;2016-05-09;38520;12;3210;Paid
6095;5358;2016-05-10;68340;60;1139;Unpaid
6878;9242;2016-05-11;23184;12;1932;Paid
6554;7637;2016-05-12;390096;48;8127;Unpaid
6793;8931;2016-05-13;186300;60;3105;Unpaid
7286;11271;2016-05-14;67320;36;1870;Unpaid
6076;5269;2016-05-15;117420;60;1957;Unpaid
5134;825;2016-05-16;53076;12;4423;Paid
5419;2246;2016-05-17;415800;60;6930;Unpaid
6255;6158;2016-05-18;247920;48;5165;Unpaid
5656;3353;2016-05-19;146064;24;6086;Unpaid
6934;9494;2016-05-20;116832;12;9736;Paid
6028;5072;2016-05-21;317520;60;5292;Unpaid
6490;7262;2016-05-22;73260;60;1221;Unpaid
6415;6950;2016-05-23;475680;48;9910;Unpaid
7087;10215;2016-05-24;44304;24;1846;Unpaid
5420;2247;2016-05-25;72504;24;3021;Unpaid
5977;4803;2016-05-26;59136;48;1232;Unpaid
6824;9052;2016-05-27;71976;24;2999;Unpaid
5207;1244;2016-05-28;35904;48;748;Unpaid
7115;10351;2016-05-29;88704;48;1848;Unpaid
7250;11069;2016-05-30;119136;48;2482;Unpaid
6010;4969;2016-05-31;150180;60;2503;Unpaid
6088;5317;2016-06-01;90180;36;2505;Unpaid
5682;3455;2016-06-02;67464;12;5622;Paid
7201;10807;2016-06-03;67464;12;5622;Paid
6938;9504;2016-06-04;341280;60;5688;Unpaid
6875;9235;2016-06-05;83280;48;1735;Unpaid
5953;4715;2016-06-06;97176;24;4049;Unpaid
5942;4681;2016-06-07;162624;48;3388;Unpaid
5382;2134;2016-06-08;22932;36;637;Unpaid
6377;6792;2016-06-09;17184;12;1432;Paid
5931;4618;2016-06-10;66696;24;2779;Unpaid
5992;4863;2016-06-11;76080;12;6340;Paid
5790;4033;2016-06-12;84288;48;1756;Unpaid
6753;8688;2016-06-13;67980;12;5665;Paid
6562;7674;2016-06-14;94488;24;3937;Unpaid
7046;10049;2016-06-15;91632;12;7636;Paid
5868;4361;2016-06-16;90156;12;7513;Paid
5784;3967;2016-06-17;84600;36;2350;Unpaid
5878;4415;2016-06-18;74040;12;6170;Paid
5110;675;2016-06-19;102240;60;1704;Unpaid
5210;1252;2016-06-20;148140;36;4115;Unpaid
7230;10954;2016-06-21;18720;60;312;Unpaid
5005;176;2016-06-22;27456;12;2288;Paid
6871;9225;2016-06-23;164256;48;3422;Unpaid
5363;2051;2016-06-24;293880;60;4898;Unpaid
7253;11079;2016-06-25;98304;12;8192;Paid
6055;5181;2016-06-26;399120;60;6652;Unpaid
5072;472;2016-06-27;196800;24;8200;Unpaid
6913;9377;2016-06-28;99936;24;4164;Unpaid
6386;6856;2016-06-29;124344;36;3454;Unpaid
5634;3229;2016-06-30;39024;12;3252;Paid
5758;3859;2016-07-01;307200;60;5120;Unpaid
6819;9031;2016-07-02;50112;24;2088;Unpaid
7088;10233;2016-07-03;239160;60;3986;Unpaid
5039;314;2016-07-04;66840;24;2785;Unpaid
5532;2754;2016-07-05;335280;48;6985;Unpaid
6037;5118;2016-07-06;53232;48;1109;Unpaid
6322;6510;2016-07-07;76992;24;3208;Unpaid
6887;9263;2016-07-08;39576;12;3298;Paid
6660;8094;2016-07-09;220428;36;6123;Unpaid
5451;2350;2016-07-10;159744;48;3328;Unpaid
6014;4999;2016-07-11;165168;36;4588;Unpaid
5556;2872;2016-07-12;268320;60;4472;Unpaid
6346;6649;2016-07-13;100260;60;1671;Unpaid
5850;4293;2016-07-14;164196;36;4561;Unpaid
5940;4660;2016-07-15;106944;24;4456;Unpaid
7119;10361;2016-07-16;86880;12;7240;Paid
5253;1447;2016-07-17;100080;48;2085;Unpaid
6851;9138;2016-07-18;272220;60;4537;Unpaid
6695;8320;2016-07-19;309660;60;5161;Unpaid
6908;9353;2016-07-20;188616;24;7859;Unpaid
7255;11096;2016-07-21;213300;60;3555;Unpaid
5674;3418;2016-07-22;207264;48;4318;Unpaid
6278;6265;2016-07-23;87360;24;3640;Unpaid
5486;2516;2016-07-24;466608;48;9721;Unpaid
5174;1093;2016-07-25;385104;48;8023;Unpaid
6621;7957;2016-07-26;42900;12;3575;Paid
6313;6461;2016-07-27;150912;36;4192;Unpaid
6435;7045;2016-07-28;288720;48;6015;Unpaid
6970;9677;2016-07-29;31620;60;527;Unpaid
6310;6440;2016-07-30;34572;12;2881;Paid
5932;4626;2016-07-31;33348;12;2779;Paid
6877;9241;2016-08-01;285240;60;4754;Unpaid
6763;8772;2016-08-02;88272;48;1839;Unpaid
7085;10202;2016-08-03;305424;48;6363;Unpaid
7049;10063;2016-08-04;233424;36;6484;Unpaid
6959;9633;2016-08-05;59448;24;2477;Unpaid
5214;1270;2016-08-06;74772;36;2077;Unpaid
6350;6678;2016-08-07;294384;48;6133;Unpaid
5063;442;2016-08-08;357840;48;7455;Unpaid
5041;319;2016-08-09;369000;60;6150;Unpaid
5086;525;2016-08-10;210384;48;4383;Unpaid
6942;9513;2016-08-11;18324;12;1527;Paid
5270;1528;2016-08-12;191088;48;3981;Unpaid
6705;8381;2016-08-13;333648;48;6951;Unpaid
7051;10068;2016-08-14;77808;12;6484;Paid
6758;8742;2016-08-15;33144;12;2762;Paid
6249;6138;2016-08-16;67608;24;2817;Unpaid
5808;4099;2016-08-17;41856;48;872;Unpaid
5377;2116;2016-08-18;92400;12;7700;Paid
5446;2334;2016-08-19;48312;24;2013;Unpaid
5856;4320;2016-08-20;51360;12;4280;Processing
4986;97;2016-08-21;102876;12;8573;Paid
7001;9859;2016-08-22;300600;60;5010;Unpaid
6677;8169;2016-08-23;97980;60;1633;Unpaid
6665;8114;2016-08-24;99300;60;1655;Unpaid
5817;4127;2016-08-25;100800;24;4200;Unpaid
6984;9730;2016-08-26;116040;60;1934;Unpaid
6541;7565;2016-08-27;153504;48;3198;Unpaid
5117;718;2016-08-28;76944;12;6412;Paid
6097;5362;2016-08-29;202848;48;4226;Unpaid
5389;2165;2016-08-30;78600;24;3275;Unpaid
7219;10905;2016-08-31;57120;48;1190;Unpaid
6338;6592;2016-09-01;390660;60;6511;Unpaid
6922;9424;2016-09-02;83628;36;2323;Unpaid
5367;2064;2016-09-03;83628;36;2323;Unpaid
5638;3249;2016-09-04;68124;12;5677;Paid
5830;4190;2016-09-05;405780;60;6763;Unpaid
5338;1888;2016-09-06;57360;12;4780;Processing
6007;4949;2016-09-07;289920;48;6040;Unpaid
6612;7907;2016-09-08;97392;12;8116;Paid
5718;3637;2016-09-09;14028;12;1169;Paid
6104;5395;2016-09-10;158184;36;4394;Unpaid
5229;1329;2016-09-11;23520;12;1960;Paid
6625;7966;2016-09-12;473280;60;7888;Unpaid
5206;1242;2016-09-13;128544;24;5356;Unpaid
5963;4746;2016-09-14;204780;60;3413;Unpaid
4990;110;2016-09-15;162576;36;4516;Unpaid
6641;8026;2016-09-16;128268;36;3563;Unpaid
5369;2080;2016-09-17;214596;36;5961;Unpaid
6196;5837;2016-09-18;177804;36;4939;Unpaid
5236;1374;2016-09-19;389136;48;8107;Unpaid
5719;3664;2016-09-20;271584;48;5658;Unpaid
5643;3273;2016-09-21;94512;12;7876;Processing
7050;10065;2016-09-22;311232;48;6484;Unpaid
6355;6699;2016-09-23;127200;48;2650;Unpaid
6688;8268;2016-09-24;8616;24;359;Unpaid
6239;6083;2016-09-25;360864;48;7518;Unpaid
5531;2753;2016-09-26;66432;24;2768;Unpaid
6113;5445;2016-09-27;78696;36;2186;Unpaid
7181;10679;2016-09-28;197808;24;8242;Unpaid
6118;5477;2016-09-29;349392;48;7279;Unpaid
7264;11141;2016-09-30;44940;12;3745;Paid
5343;1906;2016-10-01;44952;24;1873;Unpaid
5051;378;2016-10-02;230400;60;3840;Unpaid
5779;3942;2016-10-03;107352;36;2982;Unpaid
6605;7890;2016-10-04;79344;48;1653;Unpaid
6655;8085;2016-10-05;260400;60;4340;Unpaid
6534;7542;2016-10-06;590820;60;9847;Unpaid
5681;3448;2016-10-07;68664;24;2861;Unpaid
6607;7894;2016-10-08;153144;36;4254;Unpaid
6242;6097;2016-10-09;26208;36;728;Unpaid
7242;11027;2016-10-10;48096;24;2004;Unpaid
7277;11231;2016-10-11;89280;12;7440;Paid
6675;8158;2016-10-12;238716;36;6631;Unpaid
5398;2187;2016-10-13;53472;12;4456;Paid
5956;4725;2016-10-14;168264;36;4674;Unpaid
5731;3711;2016-10-15;460980;60;7683;Unpaid
6956;9631;2016-10-16;59448;24;2477;Unpaid
6437;7052;2016-10-17;63972;36;1777;Unpaid
5447;2335;2016-10-18;541200;60;9020;Unpaid
5973;4784;2016-10-19;219456;48;4572;Unpaid
6075;5267;2016-10-20;129312;24;5388;Unpaid
5281;1580;2016-10-21;194256;24;8094;Unpaid
5103;666;2016-10-22;12540;12;1045;Paid
6468;7176;2016-10-23;203940;60;3399;Unpaid
7209;10857;2016-10-24;385560;60;6426;Unpaid
5584;2986;2016-10-25;24792;24;1033;Unpaid
4988;103;2016-10-26;265320;36;7370;Unpaid
6502;7424;2016-10-27;30276;12;2523;Paid
5651;3329;2016-10-28;19248;12;1604;Paid
4962;25;2016-10-29;30276;12;2523;Paid
5862;4342;2016-10-30;100128;24;4172;Unpaid
7199;10789;2016-10-31;45768;12;3814;Paid
6727;8505;2016-11-01;42840;12;3570;Paid
7279;11244;2016-11-02;155760;24;6490;Unpaid
6544;7594;2016-11-03;130464;48;2718;Unpaid
5933;4631;2016-11-04;87528;24;3647;Unpaid
6574;7745;2016-11-05;77544;36;2154;Unpaid
6399;6902;2016-11-06;49320;36;1370;Unpaid
7187;10711;2016-11-07;24180;60;403;Unpaid
6353;6686;2016-11-08;116496;24;4854;Unpaid
5043;339;2016-11-09;468060;60;7801;Unpaid
5469;2445;2016-11-10;293160;60;4886;Unpaid
5976;4794;2016-11-11;465504;48;9698;Unpaid
6059;5196;2016-11-12;79824;12;6652;Paid
5799;4052;2016-11-13;106128;36;2948;Unpaid
6147;5602;2016-11-14;177504;48;3698;Unpaid
6254;6157;2016-11-15;247920;48;5165;Unpaid
7100;10280;2016-11-16;348120;60;5802;Unpaid
7147;10478;2016-11-17;267600;48;5575;Unpaid
5909;4550;2016-11-18;61320;60;1022;Unpaid
7037;10022;2016-11-19;218064;48;4543;Unpaid
5782;3953;2016-11-20;63576;12;5298;Unpaid
6237;6075;2016-11-21;407952;48;8499;Unpaid
6552;7632;2016-11-22;170448;48;3551;Unpaid
7067;10134;2016-11-23;136368;24;5682;Unpaid
5320;1819;2016-11-24;143676;36;3991;Unpaid
5930;4616;2016-11-25;66696;24;2779;Unpaid
6486;7240;2016-11-26;152160;60;2536;Unpaid
5245;1407;2016-11-27;125472;24;5228;Unpaid
6643;8038;2016-11-28;35856;24;1494;Unpaid
5260;1480;2016-11-29;123300;36;3425;Unpaid
5569;2936;2016-11-30;504000;60;8400;Unpaid
